,GISS ,QAMC ,MRDS ,IGRD ,NLCS ,MARK ,MPHC ,SALM ,DOBK ,QIIB ,QGTS ,QNNC ,BLDN ,QINS ,ERES ,QNBK ,VFQS ,COMB ,GWCS ,QIMC ,AHCS ,QISB ,QOIS ,KINS ,ORDS ,QIGD ,QGMS ,IQCD ,BRES ,UDCD ,DBIS ,QFLS ,QFBQ ,QEWC ,MKDM ,QANC ,DICO ,MCCS ,MCGS ,FALH ,IHGS ,WDAM ,MERS ,QIIC ,QLMI ,QGIR ,ZHCD ,AABQ ,QCFD 
"Dec 31, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 30, 2021",1.716,1.801,0.920,1.229,0.940,4.640,2.090,0.819,3.200,9.210,3.300,7.638,1.45,2.750,1.341,20.190,1.667,6.749,4.538,3.070,1.084,18.330,0.814,3.600,7.020,2.220,3.180,15.490,3.060,1.540,1.842,18.280,1.568,16.600,5.11,5.100,1.920,4.748,8.498,1.55,3.945,3.594,19.600,8.000,5.05,2.000,,3.648,3.550
"Dec 29, 2021",1.710,1.826,0.929,1.228,0.940,4.840,2.180,0.814,2.950,9.210,3.300,7.606,1.44,2.600,1.330,20.170,1.641,6.680,4.539,3.053,1.052,18.310,0.810,3.637,6.842,2.239,3.210,15.480,3.156,1.580,1.872,17.840,1.564,16.640,5.18,5.100,1.918,4.730,8.389,1.60,4.010,3.536,19.600,8.097,5.10,,15.905,3.619,3.550
"Dec 28, 2021",1.690,1.828,0.902,1.217,0.900,4.851,2.162,0.808,2.950,9.388,3.319,7.598,1.44,2.600,1.320,20.100,1.646,6.683,4.540,3.060,1.036,18.300,0.802,3.520,6.829,2.195,3.200,15.480,3.170,1.586,1.833,17.640,1.533,16.560,5.02,5.100,1.930,4.700,8.262,1.61,3.838,3.539,19.600,7.955,5.01,1.850,15.238,3.667,
"Dec 27, 2021",1.691,1.810,0.909,1.231,0.900,4.860,2.168,0.810,2.950,9.300,3.315,7.600,1.45,2.599,1.345,19.900,1.626,6.684,4.560,,1.025,18.230,0.809,3.555,6.829,2.185,3.200,15.340,3.152,1.560,1.870,17.500,1.542,16.460,5.12,5.100,1.915,4.678,8.235,1.60,3.900,3.572,19.390,7.998,4.99,1.950,15.200,,3.550
"Dec 26, 2021",1.710,1.830,0.930,1.228,0.910,4.840,2.180,0.814,2.955,9.400,3.293,7.599,1.45,2.600,1.382,20.040,1.633,6.690,4.530,3.050,1.030,18.230,0.809,3.610,6.825,2.199,3.195,15.400,3.180,1.555,1.897,17.680,1.534,16.420,5.14,5.100,1.915,4.699,8.163,,3.968,3.611,19.140,8.093,4.97,1.950,,3.714,3.650
"Dec 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 24, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 23, 2021",1.688,1.838,0.940,1.250,0.916,4.870,2.190,0.814,2.950,9.375,3.318,7.599,1.45,2.600,1.380,20.190,1.648,6.698,4.528,3.050,1.025,18.230,0.808,3.621,6.835,2.224,3.250,15.470,3.190,1.586,1.940,17.650,1.557,16.490,5.14,5.149,1.905,4.794,8.229,1.61,3.982,3.618,19.230,7.985,4.97,2.000,15.210,3.476,3.520
"Dec 22, 2021",1.670,1.820,0.955,1.269,0.939,4.878,2.211,0.829,2.958,9.390,3.300,7.591,1.45,2.575,1.414,20.020,1.637,6.695,4.565,3.051,1.052,18.280,0.823,3.720,6.788,2.250,3.344,15.470,3.200,1.590,1.987,17.520,1.535,16.490,5.15,,,4.748,8.199,1.61,4.129,3.630,19.300,7.803,4.95,2.000,15.000,,
"Dec 21, 2021",1.687,1.811,0.959,1.284,0.945,4.870,2.190,0.845,2.950,9.370,3.290,7.574,1.45,2.585,1.420,19.900,1.638,6.680,4.578,3.051,1.064,18.180,0.843,3.716,6.788,2.265,3.355,15.400,3.200,1.593,1.996,17.550,1.549,16.650,5.15,5.100,,4.700,8.298,1.61,4.182,3.648,19.290,,5.00,,15.095,3.800,3.753
"Dec 20, 2021",1.689,1.812,0.965,1.278,0.955,4.896,2.204,0.850,2.950,9.363,3.270,7.600,1.45,2.580,1.420,19.930,1.614,6.689,4.600,3.060,1.056,18.240,0.840,3.800,6.806,2.260,3.395,15.240,3.196,1.604,1.978,17.710,1.558,16.690,5.15,5.100,,4.640,8.268,1.60,4.220,3.570,19.130,7.996,4.95,,14.810,,3.700
"Dec 19, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 18, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 17, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 16, 2021",1.735,1.839,0.999,1.306,0.985,4.940,2.230,0.866,2.977,9.401,3.280,7.600,1.48,2.580,1.446,19.900,1.639,6.693,4.650,3.100,1.064,18.200,0.862,3.840,6.840,2.313,3.444,15.130,3.200,1.630,2.067,17.770,1.577,16.770,5.15,5.150,1.940,4.750,8.328,1.61,4.288,3.650,19.300,7.889,4.95,,15.143,,3.480
"Dec 15, 2021",1.732,1.830,1.000,1.315,0.995,4.845,2.227,0.869,2.979,9.385,3.321,7.599,1.48,2.537,1.438,19.780,1.640,6.693,,3.080,1.053,18.120,0.865,3.890,6.909,2.314,3.406,15.000,3.210,1.620,2.072,17.900,1.577,16.920,5.15,5.100,1.907,4.720,8.290,1.58,4.329,3.610,19.110,7.760,4.95,2.039,15.238,,3.750
"Dec 14, 2021",1.738,1.840,1.003,1.330,1.000,4.870,2.238,0.875,2.980,9.407,3.330,7.600,1.48,2.544,1.439,20.000,1.632,6.694,4.640,3.061,1.060,18.250,0.874,3.855,6.920,2.302,3.400,15.350,3.220,1.620,2.078,17.920,1.577,16.890,5.14,5.100,1.906,4.700,8.300,,4.324,3.599,19.200,,4.95,2.000,15.152,3.800,
"Dec 13, 2021",1.734,1.824,1.003,1.331,0.998,4.820,2.180,0.879,2.959,9.399,3.350,7.599,1.48,2.571,1.453,19.990,1.632,6.669,4.640,3.050,1.048,18.100,0.875,3.836,6.813,2.300,3.290,15.180,3.185,1.621,2.104,17.980,1.575,16.880,,5.100,1.930,4.655,8.280,1.52,4.330,3.619,19.240,7.757,4.95,1.960,15.143,3.800,
"Dec 12, 2021",1.770,1.824,1.007,1.306,0.992,4.814,2.156,0.881,2.960,9.409,3.307,7.508,1.48,2.570,1.447,20.000,1.644,6.667,4.675,3.050,1.064,18.000,0.876,3.935,6.866,2.303,3.288,15.150,3.170,1.570,2.097,17.770,1.565,16.850,5.16,5.100,1.935,,,1.55,4.360,3.614,19.300,,4.95,1.960,15.095,3.800,3.475
"Dec 11, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 10, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 09, 2021",1.811,1.850,1.015,1.310,0.996,4.850,2.164,0.885,2.980,9.400,3.283,7.585,1.48,2.570,1.455,20.020,1.646,6.628,4.718,3.050,1.063,17.980,0.886,3.939,6.858,2.330,3.305,15.050,3.161,1.542,2.112,17.900,1.584,16.800,5.16,5.100,1.937,4.777,8.336,1.58,4.406,3.722,19.450,7.839,4.95,,14.952,3.800,
"Dec 08, 2021",1.838,1.861,1.020,1.329,1.003,4.870,2.169,0.892,3.002,9.410,3.300,7.585,1.49,2.552,1.468,19.990,1.633,6.599,4.727,3.054,1.074,17.900,0.886,3.934,6.821,2.328,3.310,15.000,3.148,1.540,2.104,18.000,1.580,16.640,5.17,5.100,1.934,4.759,8.310,1.58,4.420,3.727,19.300,7.780,4.95,1.975,14.952,3.810,
"Dec 07, 2021",1.851,1.867,1.022,1.339,1.005,4.868,2.193,0.894,3.010,9.426,3.349,7.589,1.49,2.587,1.479,19.840,1.630,6.598,4.752,3.075,1.071,18.130,0.888,3.946,6.804,2.335,3.303,15.010,3.170,1.554,2.085,17.760,1.577,16.580,5.19,5.149,1.934,4.678,8.348,1.60,4.420,3.727,19.300,7.850,4.95,,14.943,,3.462
"Dec 06, 2021",1.846,1.864,1.035,1.316,1.006,4.855,2.176,0.893,3.008,9.401,3.274,7.594,1.49,2.594,1.489,20.000,1.630,6.557,4.754,3.051,1.081,17.880,0.895,4.000,6.802,2.330,3.280,14.950,3.165,1.540,2.075,17.780,1.574,16.550,5.20,5.100,1.910,4.785,8.343,1.66,4.430,3.735,19.350,7.947,4.95,,15.171,,3.462
"Dec 05, 2021",1.848,1.870,1.031,1.297,1.013,4.845,2.125,0.895,3.015,9.488,3.260,7.584,1.50,2.618,1.483,20.010,1.629,6.582,4.770,3.060,1.087,17.950,0.891,4.020,6.811,2.340,3.180,14.910,3.160,1.538,2.104,17.880,1.581,16.730,5.20,5.149,1.934,4.686,8.290,1.66,4.415,3.770,19.180,,5.00,,,3.800,3.695
"Dec 04, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 03, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 02, 2021",1.869,1.873,1.042,1.309,1.015,4.842,2.153,0.900,3.057,9.490,3.260,7.572,1.50,2.535,1.497,20.230,1.621,6.600,4.770,3.075,1.077,17.740,0.895,4.005,6.852,2.365,3.190,14.900,3.170,1.533,2.106,18.080,1.588,16.590,5.23,5.102,1.937,4.719,8.327,1.60,4.509,3.850,19.340,7.750,4.95,1.975,15.095,3.810,
"Dec 01, 2021",1.888,1.885,1.033,1.320,1.020,4.990,2.133,0.901,3.070,9.411,3.310,7.599,1.50,2.462,1.500,19.670,1.630,6.590,4.810,3.062,1.061,17.580,0.897,4.055,6.852,2.352,3.232,14.650,3.155,1.535,2.107,18.110,1.577,16.660,5.23,5.113,1.940,4.605,8.317,1.65,4.486,3.806,19.310,7.755,4.95,1.930,15.095,3.810,3.475
"Nov 30, 2021",1.830,1.810,1.008,1.255,1.011,4.850,2.080,0.882,3.050,9.310,3.300,7.480,1.49,2.500,1.470,19.390,1.604,6.550,4.770,3.090,1.036,17.200,0.877,4.063,6.800,2.340,3.199,14.520,3.091,1.525,2.115,18.200,1.564,16.500,5.23,5.112,1.925,4.648,8.400,1.65,4.425,3.702,19.300,7.920,5.00,,,3.790,
"Nov 29, 2021",1.863,1.896,1.002,1.245,1.007,4.700,2.130,0.891,2.990,9.400,3.241,7.517,1.49,2.460,1.481,19.500,1.621,6.401,4.820,3.057,1.068,17.810,0.890,4.100,6.880,2.341,3.219,14.950,3.120,1.517,2.104,18.200,1.577,16.770,5.13,5.050,1.920,4.650,8.289,1.69,4.516,3.743,19.310,7.698,4.95,,15.210,3.809,3.810
"Nov 28, 2021",1.858,1.883,0.990,1.215,0.991,4.680,2.111,0.877,2.956,9.351,3.242,7.495,1.49,2.410,1.470,20.000,1.613,6.360,4.788,3.050,1.066,17.830,0.883,4.040,6.930,2.310,3.200,14.760,3.111,1.509,2.133,17.910,1.577,16.800,5.04,5.050,1.920,4.605,8.205,1.68,4.465,3.700,19.300,7.650,4.93,,15.067,3.790,
"Nov 27, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 26, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 25, 2021",1.901,1.943,1.028,1.277,1.027,4.800,2.211,0.915,3.035,9.604,3.282,7.599,1.53,2.453,1.535,20.600,1.634,6.644,4.820,3.153,1.096,18.140,0.913,4.185,7.020,2.403,3.240,15.420,3.193,1.543,2.218,18.260,1.595,16.900,5.14,5.125,1.950,4.700,8.420,1.73,4.571,3.805,19.240,7.780,5.00,2.075,15.229,3.790,
"Nov 24, 2021",1.925,1.955,1.028,1.295,1.030,4.750,2.228,0.917,3.063,9.620,3.300,7.536,1.53,2.452,1.534,20.600,1.640,6.630,4.841,3.110,1.111,18.140,0.921,4.200,7.050,2.410,3.238,15.410,3.165,1.540,2.224,18.390,1.595,16.910,5.11,5.094,1.949,4.711,8.490,1.75,4.568,3.834,19.250,7.720,5.00,2.080,15.229,,
"Nov 23, 2021",1.884,1.954,1.034,1.296,1.035,4.730,2.226,0.919,3.036,9.622,3.299,7.566,1.53,2.452,1.535,20.650,1.642,6.649,4.845,3.106,1.094,18.140,0.922,4.266,7.027,2.410,3.264,15.500,3.160,1.550,2.228,18.290,1.594,16.930,5.19,5.100,1.968,4.809,8.441,1.75,4.602,3.804,19.250,7.745,4.99,1.980,,3.790,
"Nov 22, 2021",1.880,1.953,1.025,1.288,1.033,4.803,2.244,0.915,3.060,9.642,3.300,7.520,1.52,2.461,1.530,20.650,1.659,6.609,4.850,3.169,1.098,18.160,0.915,4.280,6.997,2.439,3.250,15.400,3.185,1.553,2.230,18.440,1.591,16.930,5.15,5.130,1.968,4.716,8.500,,4.580,3.815,19.390,7.750,4.92,1.980,15.238,,3.824
"Nov 21, 2021",1.918,1.965,1.031,1.300,1.038,4.860,2.261,0.927,3.107,9.692,3.283,7.520,1.53,2.463,1.548,20.800,1.668,6.597,4.830,3.152,1.110,18.270,0.919,4.291,7.001,2.449,3.269,15.840,3.195,1.587,2.248,18.400,1.589,16.960,5.22,5.121,1.968,4.859,8.550,,4.631,3.772,19.290,7.750,5.00,2.050,15.133,3.762,3.797
"Nov 20, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 19, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 18, 2021",1.946,1.988,1.044,1.322,1.045,4.890,2.312,0.939,3.106,9.711,3.307,7.525,1.54,2.457,1.562,21.000,1.679,6.600,4.841,3.149,1.115,18.150,0.933,4.300,7.040,2.471,3.315,15.760,3.203,1.577,2.266,18.540,1.597,16.950,5.18,5.171,1.980,4.782,8.577,1.69,4.660,3.848,19.270,7.789,5.05,1.970,15.190,3.738,
"Nov 17, 2021",1.949,1.994,1.039,1.325,1.042,4.862,2.312,0.940,3.115,9.704,3.276,7.511,1.55,2.462,1.563,21.000,1.674,6.590,4.892,3.150,1.127,18.300,0.939,4.300,7.000,2.491,3.321,15.850,3.195,1.588,2.249,18.500,1.621,17.000,5.22,5.170,1.949,4.827,8.570,1.73,4.521,3.900,19.110,7.760,5.00,2.040,15.105,3.734,3.797
"Nov 16, 2021",1.960,1.984,1.046,1.328,1.051,4.886,2.318,0.946,3.121,9.798,3.305,7.511,1.54,2.480,1.587,20.990,1.672,6.610,4.869,3.146,1.127,18.300,0.945,4.312,7.030,2.429,3.400,15.940,3.210,1.595,2.255,18.490,1.611,17.000,5.24,5.159,1.940,4.778,8.690,1.73,4.543,3.934,19.110,7.789,5.01,2.000,15.105,3.734,3.798
"Nov 15, 2021",1.964,1.984,1.041,1.342,1.041,4.885,2.333,0.950,3.156,9.790,3.300,7.599,1.54,2.480,1.581,21.000,1.679,6.589,4.900,3.168,1.126,18.200,0.944,4.323,7.020,2.397,3.451,15.930,3.220,1.585,2.279,18.380,1.607,17.000,5.22,5.174,1.955,4.830,8.600,1.75,4.584,3.950,19.100,7.761,5.00,,15.105,,
"Nov 14, 2021",1.980,1.962,1.044,1.334,1.042,4.902,2.333,0.943,3.200,9.780,3.289,7.600,1.54,2.471,1.580,21.000,1.675,6.564,4.960,3.127,1.120,18.140,0.942,4.330,7.010,2.420,3.213,15.820,3.220,1.591,2.254,18.600,1.602,17.000,5.23,5.165,,4.829,8.575,1.70,4.570,3.999,19.120,7.794,5.01,2.010,15.095,,3.847
"Nov 13, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 12, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 11, 2021",2.000,1.964,1.049,1.324,1.055,4.959,2.350,0.950,3.120,9.780,3.299,7.600,1.55,2.496,1.605,21.050,1.673,6.635,4.970,3.174,1.136,18.300,0.947,4.334,7.045,2.416,3.258,15.950,3.239,1.600,2.279,18.690,1.608,17.000,5.31,5.187,1.970,4.884,8.575,1.74,4.634,4.011,19.230,7.799,5.10,2.050,15.105,,
"Nov 10, 2021",2.019,1.972,1.050,1.338,1.051,4.947,2.355,0.953,3.091,9.737,3.280,7.599,1.55,2.490,1.618,21.000,1.669,6.592,5.048,3.167,1.143,18.230,0.946,4.331,7.001,2.438,3.240,15.940,3.240,1.609,2.288,18.520,1.600,17.000,5.29,5.187,1.959,4.825,8.528,,4.639,4.006,19.120,7.810,5.01,2.001,15.105,3.810,3.888
"Nov 09, 2021",2.001,1.975,1.051,1.337,1.051,4.957,2.360,0.961,3.090,9.737,3.290,7.600,1.55,2.490,1.606,21.000,1.641,6.500,4.931,3.142,1.146,18.270,0.952,4.310,7.000,2.416,3.240,15.760,3.240,1.610,2.275,18.690,1.595,17.000,5.22,5.140,1.959,4.850,8.451,,4.653,4.030,19.130,7.888,5.00,,15.105,3.810,
"Nov 08, 2021",1.981,1.975,1.052,1.343,1.058,4.966,2.331,0.969,2.980,9.796,3.290,7.612,1.56,2.490,1.580,21.010,1.641,6.424,4.969,3.141,1.154,18.270,0.960,4.331,6.946,2.412,3.232,15.780,3.240,1.613,2.255,18.500,1.609,17.060,5.22,5.120,1.966,4.867,8.485,1.71,4.688,4.050,19.180,7.850,5.01,2.001,15.095,3.714,3.610
"Nov 07, 2021",1.982,1.926,1.060,1.341,1.064,4.980,2.348,0.958,2.920,9.780,3.299,7.615,1.57,2.485,1.587,20.990,1.640,6.400,4.844,3.175,1.165,18.280,0.956,4.382,6.890,2.440,3.318,15.950,3.203,1.611,2.275,18.350,1.603,16.990,5.31,5.090,1.947,4.802,8.500,1.71,4.650,4.001,19.190,7.805,5.10,2.006,15.238,3.677,
"Nov 06, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 05, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nov 04, 2021",2.007,1.910,1.060,1.349,1.061,4.985,2.349,0.957,2.897,9.730,3.295,7.636,1.58,2.471,1.580,20.850,1.634,6.378,4.849,3.149,1.165,18.150,0.954,4.395,6.910,2.427,3.320,15.960,3.187,1.595,2.266,18.350,1.590,16.960,5.32,5.096,1.947,4.838,8.489,1.74,4.715,4.035,19.200,7.895,5.08,2.010,15.057,3.686,3.625
"Nov 03, 2021",2.045,1.925,1.055,1.346,1.057,4.925,2.380,0.950,2.880,9.748,3.300,7.647,1.56,2.490,1.567,20.600,1.620,6.369,4.840,3.185,1.180,18.180,0.955,4.429,6.910,2.430,3.311,15.800,3.167,1.566,2.272,18.320,1.602,16.930,5.39,5.097,1.950,4.876,8.489,1.74,4.700,4.018,19.300,7.900,5.08,2.080,15.143,3.690,3.561
"Nov 02, 2021",1.955,1.928,1.054,1.348,1.048,4.817,2.340,0.946,2.844,9.739,3.255,7.649,1.56,2.480,1.553,20.600,1.615,6.338,4.841,3.141,1.150,18.310,0.945,4.351,6.950,2.382,3.314,15.750,3.165,1.538,2.299,18.150,1.603,16.890,5.41,5.081,1.943,4.900,8.415,1.78,4.649,4.017,19.300,7.920,5.08,,,3.676,3.598
"Nov 01, 2021",1.855,1.881,1.039,1.328,1.040,4.750,2.318,0.942,2.857,9.670,3.217,7.647,1.55,2.451,1.540,20.380,1.617,6.319,4.900,3.185,1.110,18.240,0.934,4.370,6.950,2.361,3.310,15.840,3.120,1.523,2.249,18.090,1.602,16.900,5.45,5.049,1.900,4.745,8.514,1.79,4.650,4.022,19.310,7.870,5.00,2.100,15.143,,
"Oct 31, 2021",1.867,1.855,1.046,1.353,1.036,4.700,2.200,0.950,3.000,9.640,3.265,7.599,1.56,2.450,1.550,20.400,1.653,6.270,4.940,3.196,1.100,18.200,0.941,4.405,6.960,2.450,3.309,16.200,3.090,1.510,2.239,18.390,1.580,16.900,5.43,4.971,1.943,4.718,8.539,1.79,4.755,4.032,19.300,7.899,5.03,2.100,15.057,3.648,
"Oct 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 29, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 28, 2021",1.840,1.896,1.042,1.384,1.037,4.775,2.400,0.954,2.884,9.790,3.250,7.589,1.61,2.450,1.550,20.500,1.620,6.110,4.898,3.190,1.091,18.420,0.956,4.476,6.920,2.490,3.346,15.860,3.150,1.553,2.264,18.390,1.600,16.800,5.49,5.069,1.940,4.831,8.469,,4.850,4.079,19.590,,5.07,2.060,,3.717,
"Oct 27, 2021",1.914,1.960,1.040,1.393,1.040,4.720,2.350,0.966,2.899,9.615,3.290,7.570,1.61,2.508,1.558,19.840,1.622,6.090,4.989,3.209,1.113,18.110,0.975,4.420,7.020,2.525,3.329,15.620,3.155,1.571,2.299,17.960,1.574,16.650,5.49,5.054,1.915,4.915,8.518,,4.880,4.081,19.450,7.900,5.07,2.100,,,
"Oct 26, 2021",1.910,1.976,1.045,1.355,1.043,4.680,2.350,0.953,2.916,9.625,3.270,7.569,1.62,2.494,1.562,19.900,1.622,6.200,5.049,3.185,1.090,18.110,0.968,4.498,7.189,2.508,3.325,15.730,3.150,1.575,2.299,18.170,1.569,16.730,5.49,5.059,1.951,4.830,8.477,1.79,4.950,4.090,19.550,7.996,5.09,2.090,15.190,,
"Oct 25, 2021",1.880,2.000,1.046,1.395,1.042,4.770,2.380,0.965,2.980,9.730,3.350,7.595,1.61,2.509,1.564,20.000,1.647,6.237,5.010,3.219,1.081,18.170,0.968,4.566,7.210,2.509,3.410,16.100,3.175,1.592,2.319,18.240,1.584,16.890,5.50,5.060,1.950,4.950,8.587,1.78,4.960,4.080,19.560,8.000,5.10,2.095,15.238,,3.600
"Oct 24, 2021",1.909,1.970,1.059,1.446,1.054,4.800,2.381,0.970,2.990,9.741,3.360,7.600,1.62,2.517,1.591,20.020,1.661,6.182,5.043,3.147,1.115,18.280,0.978,4.560,7.215,2.550,3.460,15.770,3.190,1.597,2.319,18.280,1.591,16.990,5.51,5.054,1.930,4.905,8.800,1.77,4.983,4.148,19.700,8.000,5.20,2.080,15.229,3.629,3.625
"Oct 23, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 21, 2021",1.915,1.981,1.054,1.460,1.052,4.824,2.400,0.960,2.971,9.740,3.311,7.578,1.62,2.483,1.560,20.200,1.661,6.149,5.055,3.151,1.047,18.270,0.971,4.600,7.201,2.546,3.497,16.160,3.187,1.602,2.315,18.200,1.603,16.890,5.48,5.050,1.925,5.040,8.724,1.75,4.966,4.139,19.780,7.955,5.24,2.080,15.238,3.714,3.630
"Oct 20, 2021",1.990,1.991,1.063,1.463,1.061,4.766,2.450,0.963,2.972,9.740,3.200,7.535,1.62,2.470,1.584,20.220,1.666,6.140,5.060,3.159,1.021,18.300,0.967,4.501,7.224,2.600,3.480,16.100,3.175,1.595,2.343,18.280,1.602,16.920,5.51,5.051,1.923,5.096,8.580,1.77,4.979,4.148,19.800,7.847,4.83,2.080,15.238,3.715,3.630
"Oct 19, 2021",1.831,2.024,1.084,1.450,1.059,4.650,2.448,0.984,2.980,9.720,3.150,7.535,1.63,2.489,1.599,20.200,1.660,6.140,5.088,3.160,1.027,18.230,0.975,4.521,7.203,2.588,3.556,15.800,3.169,1.581,2.361,18.280,1.603,16.990,5.44,5.065,1.925,4.998,8.580,1.80,4.963,4.147,19.750,7.874,4.79,2.080,15.238,3.716,3.650
"Oct 18, 2021",1.755,1.991,1.098,1.454,1.075,4.650,2.440,0.991,2.998,9.712,3.144,7.534,1.63,2.485,1.609,20.000,1.668,6.140,5.092,3.165,1.030,18.270,0.980,4.562,7.250,2.572,3.592,15.850,3.173,1.570,2.404,18.170,1.595,16.920,5.45,5.053,1.929,4.941,8.393,1.80,4.960,4.159,19.700,7.805,4.80,2.050,15.238,3.716,3.700
"Oct 17, 2021",1.769,2.040,1.110,1.452,1.080,4.571,2.465,1.000,2.951,9.653,3.150,7.530,1.64,2.476,1.619,20.190,1.675,6.140,5.087,3.154,1.034,18.300,0.981,4.551,7.240,2.638,3.771,15.870,3.169,1.567,2.337,18.000,1.602,16.990,5.44,5.098,1.930,4.652,8.425,1.78,5.000,4.165,19.680,,4.80,2.011,15.200,,3.740
"Oct 16, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 15, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 14, 2021",1.726,2.050,1.111,1.451,1.087,4.580,2.410,0.978,2.930,9.653,3.143,7.529,1.65,2.503,1.611,19.840,1.663,6.080,5.087,3.152,1.018,18.090,0.966,4.569,7.240,2.619,3.713,15.790,3.172,1.547,2.309,18.000,1.612,16.870,5.44,5.076,1.925,4.600,8.440,1.79,5.067,4.161,19.600,7.805,4.82,2.015,14.952,,3.650
"Oct 13, 2021",1.689,1.982,1.104,1.470,1.085,4.554,2.350,0.959,2.921,9.650,3.125,7.529,1.65,2.512,1.634,19.620,1.667,6.122,5.085,3.180,1.018,18.050,0.970,4.586,7.210,2.635,3.830,15.680,3.161,1.540,2.296,18.040,1.612,16.950,5.46,5.064,1.930,4.597,8.350,1.79,5.146,4.140,19.610,7.800,4.81,,14.952,,3.700
"Oct 12, 2021",1.704,1.964,1.120,1.428,1.098,4.560,2.354,0.954,2.921,9.690,3.120,7.525,1.67,2.518,1.651,19.540,1.668,6.140,5.051,3.183,1.016,18.120,0.963,4.550,7.250,2.592,3.763,15.530,3.168,1.551,2.275,18.060,1.611,16.900,5.51,5.066,1.929,4.598,8.342,1.83,4.999,4.168,19.550,7.815,4.82,2.006,14.952,3.715,
"Oct 11, 2021",1.734,1.975,1.102,1.449,1.090,4.572,2.353,0.953,2.902,9.665,3.101,7.548,1.66,2.529,1.600,19.500,1.668,6.131,5.089,3.168,1.017,18.220,0.958,4.550,7.201,2.599,3.421,15.370,3.150,1.530,2.270,17.890,1.618,17.000,5.45,5.114,1.901,4.370,8.284,1.82,4.982,4.145,19.610,7.815,4.80,2.040,15.133,3.810,
"Oct 10, 2021",1.665,1.943,1.099,1.440,1.094,4.570,2.328,0.954,2.920,9.675,3.121,7.493,1.64,2.506,1.609,19.400,1.671,6.130,5.055,3.134,1.012,18.210,0.961,4.535,7.254,2.551,3.395,15.400,3.154,1.531,2.276,17.890,1.622,16.940,5.51,5.028,1.929,4.249,8.268,1.85,4.960,4.135,19.590,7.810,4.81,2.040,14.981,,3.700
"Oct 09, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 08, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 07, 2021",1.623,1.902,1.089,1.450,1.092,4.578,2.290,0.957,2.901,9.630,3.145,7.499,1.63,2.501,1.591,19.400,1.680,6.102,5.038,3.190,1.017,18.260,0.962,4.560,7.260,2.540,3.349,15.400,3.145,1.528,2.275,17.890,1.628,16.810,5.51,5.015,1.925,4.229,8.260,1.80,4.964,4.150,19.580,7.825,4.82,,15.048,3.762,3.730
